,708,762,764,779,780,786,787,788,816,878,883,889,157414,158310,158326
708,1,0.6830438982288,0.420912017571218,0.62365546462664,0.684511343804537,0.374594843384937,0.48129751894518,0.785624228369407,0.509056886829432,0.660251859927142,0.682141455337561,0.757830718541315,0.527421351581721,0.647152793685924,0.572562527923566
762,0.6830438982288,1,0.619670507968542,0.629813021705554,0.700098330419541,0.510367265282197,0.654029071884983,0.735131759400736,0.636760669177408,0.632707940036637,0.654262160558452,0.682401228193813,0.660932628510859,0.738830726783664,0.570246336763327
764,0.420912017571218,0.619670507968542,1,0.513420245398773,0.442450966054031,0.472337887035189,0.430649578705607,0.547122824524532,0.402939359804267,0.428421069509972,0.440709786940238,0.601234642241584,0.60261073983984,0.667577064385266,0.33939527545613
779,0.62365546462664,0.629813021705554,0.513420245398773,1,0.72500817391773,0.626498670866153,0.546005369431269,0.606663845870783,0.728076490528439,0.590398621145533,0.688494052119971,0.563345251509947,0.548009806314508,0.565235791745422,0.542830987045296
780,0.684511343804537,0.700098330419541,0.442450966054031,0.72500817391773,1,0.630193152311224,0.691076415748531,0.678652129205024,0.678470178718841,0.597616029173542,0.762592648615943,0.657202669734016,0.609872292852875,0.577785535747892,0.821954566439152
786,0.374594843384937,0.510367265282197,0.472337887035189,0.626498670866153,0.630193152311224,1,0.799041960694853,0.445885114707033,0.64162862173434,0.45184462525192,0.673063703735938,0.462947311143115,0.457728544086241,0.340284636690713,0.450451239847139
787,0.48129751894518,0.654029071884983,0.430649578705607,0.546005369431269,0.691076415748531,0.799041960694853,1,0.538234835094577,0.562557312215104,0.415642277364534,0.780952808330865,0.514020022628456,0.50309402704541,0.35608940292046,0.553677131213009
788,0.785624228369407,0.735131759400736,0.547122824524532,0.606663845870783,0.678652129205024,0.445885114707033,0.538234835094577,1,0.551162334703929,0.704713212383099,0.685349213026732,0.732374636641366,0.572562607967067,0.742116724312087,0.590118553689618
816,0.509056886829432,0.636760669177408,0.402939359804267,0.728076490528439,0.678470178718841,0.64162862173434,0.562557312215104,0.551162334703929,1,0.515416169592014,0.665342422582078,0.526246500750837,0.628140743167892,0.575073658329088,0.515389519825336
878,0.660251859927142,0.632707940036637,0.428421069509972,0.590398621145533,0.597616029173542,0.45184462525192,0.415642277364534,0.704713212383099,0.515416169592014,1,0.626546970154048,0.539709607545344,0.501812348619,0.748559892049823,0.608450475008593
883,0.682141455337561,0.654262160558452,0.440709786940238,0.688494052119971,0.762592648615943,0.673063703735938,0.780952808330865,0.685349213026732,0.665342422582078,0.626546970154048,1,0.687707229976879,0.589339571157861,0.584685872778309,0.651927054937483
889,0.757830718541315,0.682401228193813,0.601234642241584,0.563345251509947,0.657202669734016,0.462947311143115,0.514020022628456,0.732374636641366,0.526246500750837,0.539709607545344,0.687707229976879,1,0.620987100539057,0.653099505751223,0.559703260013646
157414,0.527421351581721,0.660932628510859,0.60261073983984,0.548009806314508,0.609872292852875,0.457728544086241,0.50309402704541,0.572562607967067,0.628140743167892,0.501812348619,0.589339571157861,0.620987100539057,1,0.654408250429838,0.366878200172416
158310,0.647152793685924,0.738830726783664,0.667577064385266,0.565235791745422,0.577785535747892,0.340284636690713,0.35608940292046,0.742116724312087,0.575073658329088,0.748559892049823,0.584685872778309,0.653099505751223,0.654408250429838,1,0.572830601247799
158326,0.572562527923566,0.570246336763327,0.33939527545613,0.542830987045296,0.821954566439152,0.450451239847139,0.553677131213009,0.590118553689618,0.515389519825336,0.608450475008593,0.651927054937483,0.559703260013646,0.366878200172416,0.572830601247799,1
