,FDR_tend,nom
1,0.448048459020955,708
2,0.448048459020955,762
3,0.746483453738723,764
4,0.448048459020955,779
5,0.634908961205956,780
6,0.448048459020955,786
7,0.448048459020955,787
8,0.448048459020955,788
9,0.448048459020955,816
10,0.448048459020955,878
11,0.448048459020955,883
12,0.634908961205956,889
13,0.780285973925408,157414
14,0.448048459020955,158310
15,0.634908961205956,158326
