,FDR_oro,nom
1,0.375781474877549,708
2,0.566164647204294,762
3,0.375781474877549,764
4,0.375781474877549,779
5,0.463367120749566,780
6,0.375781474877549,786
7,0.375781474877549,787
8,0.375781474877549,788
9,0.696717890156141,816
10,0.375781474877549,878
11,0.375781474877549,883
12,0.463367120749566,889
13,0.375781474877549,157414
14,0.375781474877549,158310
15,0.47270989299074,158326
