,FDR_oro,nom
1,0.373373715850796,708
2,0.373373715850796,762
3,0.360882573324393,764
4,0.373373715850796,779
5,0.589558321119817,780
6,0.373373715850796,786
7,0.373373715850796,787
8,0.360882573324393,788
9,0.360882573324393,816
10,0.360882573324393,878
11,0.360882573324393,883
12,0.589558321119817,889
13,0.780285973925408,157414
14,0.373373715850796,158310
15,0.128734796241572,158326
