,FDR_tend,nom
1,0.43538596305245,708
2,0.609715773912316,762
3,0.43538596305245,764
4,0.441803469027583,779
5,0.556040544899479,780
6,0.43538596305245,786
7,0.43538596305245,787
8,0.684065398149172,788
9,0.696717890156141,816
10,0.43538596305245,878
11,0.43538596305245,883
12,0.556040544899479,889
13,0.562966146076633,157414
14,0.43538596305245,158310
15,0.558657146261783,158326
