,NOMBRE,LONGITUD,LATITUD,cor,pvalue,sig,names.modos,p.value.FDR,type,figura,color.fill
2272,CAPAZO,-69.745556,-17.186389,0.0752775301839397,0.634586370256554,ns,TN_TSi,0.907433360945213,noH,1,0
782,PUNO,-70.018056,-15.823333,-0.195321690041673,0.221019850387671,ns,PDOi,0.845816373900015,noH,-1,0
582,PAMPAHUTA,-70.6775,-15.491389,0.170367015989376,0.274718562666233,ns,PDOi,0.845816373900015,noH,1,0
11102,CHUQUIBAMBILLA,-70.728333,-14.796389,-0.0165029874981094,0.920570862390197,ns,PDOi,0.970242684728583,noH,-1,0
1782,LAMPA,-70.372778,-15.355833,0.101219661187914,0.523588753353692,ns,PDOi,0.845816373900015,noH,1,0
1082,CABANILLAS,-70.346389,-15.6393,-0.213077620054364,0.169624357047103,ns,PDOi,0.845816373900015,noH,-1,0
1682,HUANCANE,-69.7625,-15.203333,0.161102107498188,0.308093958446388,ns,PDOi,0.845816373900015,noH,1,0
2182,HUARAYA MOHO,-69.491389,-15.389722,-0.00601176228593627,0.970242684728583,ns,PDOi,0.970242684728583,noH,-1,0
1582,CAPACHICA,-69.8443,-15.6158,0.0256121431778595,0.88039388496266,ns,PDOi,0.970242684728583,noH,1,0
2192,TARACO,-69.9825,-15.305,0.129448146819074,0.419872954603549,ns,PDOi,0.845816373900015,noH,1,0
2382,MAZO CRUZ,-69.711667,-16.745556,-0.253720777118172,0.119100398016183,ns,PDOi,0.845816373900015,noH,-1,0
1282,DESAGUADERO,-69.0404,-16.5688,-0.0526295919127685,0.73749066913094,ns,PDOi,0.92611368716027,noH,-1,0
482,LARAQUERI,-70.067778,-16.1525,0.0972210126522113,0.545377083717237,ns,PDOi,0.845816373900015,noH,1,0
1482,PUTINA,-69.868028,-14.914889,0.124401080705518,0.438375547701635,ns,PDOi,0.845816373900015,noH,1,0
1292,ICHUÑA,-70.53725,-16.14075,0.0925087108013938,0.56387758260001,ns,PDOi,0.845816373900015,noH,1,0
2282,CAPAZO,-69.745556,-17.186389,0.052426869783648,0.740890949728216,ns,PDOi,0.92611368716027,noH,1,0
713,PUNO,-70.018056,-15.823333,0.169882825861402,0.288288629960482,ns,Ei,0.720721574901205,V,1,0
513,PAMPAHUTA,-70.6775,-15.491389,-0.176559434123741,0.257387867470252,ns,Ei,0.720721574901205,V,-1,0
1115,CHUQUIBAMBILLA,-70.728333,-14.796389,-0.0834261453892154,0.613610129558438,ns,Ei,0.72562665057866,V,-1,0
1713,LAMPA,-70.372778,-15.355833,0.0970055519951422,0.541107181375362,ns,Ei,0.72562665057866,V,1,0
1013,CABANILLAS,-70.346389,-15.6393,-0.211718514044095,0.172411666181134,ns,Ei,0.720721574901205,V,-1,0
1613,HUANCANE,-69.7625,-15.203333,-0.187034036270532,0.235606455195343,ns,Ei,0.720721574901205,V,-1,0
240,HUARAYA MOHO,-69.491389,-15.389722,-0.13034197651827,0.416642798141564,ns,Ei,0.72562665057866,V,-1,0
1513,CAPACHICA,-69.8443,-15.6158,0.100077077972747,0.555637173835988,ns,Ei,0.72562665057866,V,1,0
2114,TARACO,-69.9825,-15.305,0.098610566755849,0.53962054535566,ns,Ei,0.72562665057866,V,1,0
2313,MAZO CRUZ,-69.711667,-16.745556,-0.395666718666327,0.0126588115254938,s,Ei,0.189882172882406,V,-1,-11
134,DESAGUADERO,-69.0404,-16.5688,-0.113414127766109,0.468984227541472,ns,Ei,0.72562665057866,V,-1,0
413,LARAQUERI,-70.067778,-16.1525,-0.182768534537938,0.252721520766422,ns,Ei,0.720721574901205,V,-1,0
1413,PUTINA,-69.868028,-14.914889,0.0625490027636987,0.697643120511141,ns,Ei,0.747474771976223,V,1,0
1214,ICHUÑA,-70.53725,-16.14075,-0.0775261324041812,0.628876430501505,ns,Ei,0.72562665057866,V,-1,0
2213,CAPAZO,-69.745556,-17.186389,-0.0328174378089296,0.83621686246146,ns,Ei,0.83621686246146,V,-1,0
714,PUNO,-70.018056,-15.823333,-0.110118918917339,0.493098853649107,ns,Ci,0.829089388930204,V,-1,0
514,PAMPAHUTA,-70.6775,-15.491389,-0.0254493281863562,0.871312949186989,ns,Ci,0.871312949186989,V,-1,0
1116,CHUQUIBAMBILLA,-70.728333,-14.796389,0.283385656485939,0.0804292566895188,ns,Ci,0.305650714065708,V,1,0
1714,LAMPA,-70.372778,-15.355833,-0.125612870169148,0.427985210889824,ns,Ci,0.829089388930204,V,-1,0
1014,CABANILLAS,-70.346389,-15.6393,-0.336303231652069,0.0279700503951638,s,Ci,0.209775377963728,V,-1,-11
1614,HUANCANE,-69.7625,-15.203333,0.162560778491632,0.303675928891584,ns,Ci,0.759189822228959,V,1,0
243,HUARAYA MOHO,-69.491389,-15.389722,-0.0510564159356327,0.751230487713683,ns,Ci,0.829089388930204,V,-1,0
1514,CAPACHICA,-69.8443,-15.6158,0.25363136230297,0.129843721527563,ns,Ci,0.389531164582688,V,1,0
2115,TARACO,-69.9825,-15.305,0.0740450368749749,0.645451805612008,ns,Ci,0.829089388930204,V,1,0
2314,MAZO CRUZ,-69.711667,-16.745556,-0.589146529150297,7.95166448586798e-05,s,Ci,0.0011927496728802,V,-1,-11
135,DESAGUADERO,-69.0404,-16.5688,-0.0828330879889627,0.597446494843285,ns,Ci,0.829089388930204,V,-1,0
414,LARAQUERI,-70.067778,-16.1525,-0.275285304642462,0.0815068570841887,ns,Ci,0.305650714065708,V,-1,0
1414,PUTINA,-69.868028,-14.914889,-0.0734384531055682,0.648166806723182,ns,Ci,0.829089388930204,V,-1,0
1215,ICHUÑA,-70.53725,-16.14075,0.0461672473867596,0.773816763001524,ns,Ci,0.829089388930204,V,1,0
2214,CAPAZO,-69.745556,-17.186389,0.0456202900899441,0.773622112446006,ns,Ci,0.829089388930204,V,1,0
723,PUNO,-70.018056,-15.823333,-0.190007406771137,0.234088432273228,ns,C_Ei,0.579026978050085,V,-1,0
523,PAMPAHUTA,-70.6775,-15.491389,0.0616976294606914,0.694296231025413,ns,C_Ei,0.801111035798554,V,1,0
1123,CHUQUIBAMBILLA,-70.728333,-14.796389,0.332995864302342,0.0383185461728258,s,C_Ei,0.319139567450349,V,1,11
1723,LAMPA,-70.372778,-15.355833,-0.160865514377909,0.308814388293379,ns,C_Ei,0.579026978050085,V,-1,0
1023,CABANILLAS,-70.346389,-15.6393,-0.206735125339777,0.182916636989343,ns,C_Ei,0.579026978050085,V,-1,0
1623,HUANCANE,-69.7625,-15.203333,0.288573744869742,0.0638279134900698,ns,C_Ei,0.319139567450349,V,1,0
253,HUARAYA MOHO,-69.491389,-15.389722,0.123894579284078,0.440256911144851,ns,C_Ei,0.602735078639833,V,1,0
1523,CAPACHICA,-69.8443,-15.6158,0.152368536960877,0.367969513557834,ns,C_Ei,0.602735078639833,V,1,0
2123,TARACO,-69.9825,-15.305,-0.0147218955669068,0.927209904454379,ns,C_Ei,0.957565371918321,V,-1,0
2323,MAZO CRUZ,-69.711667,-16.745556,-0.303027248968352,0.0607661121688737,ns,C_Ei,0.319139567450349,V,-1,0
183,DESAGUADERO,-69.0404,-16.5688,0.110091743197728,0.482188062911866,ns,C_Ei,0.602735078639833,V,1,0
423,LARAQUERI,-70.067778,-16.1525,-0.183726806168023,0.25019949662854,ns,C_Ei,0.579026978050085,V,-1,0
1423,PUTINA,-69.868028,-14.914889,-0.166303685621032,0.298716187416578,ns,C_Ei,0.579026978050085,V,-1,0
1223,ICHUÑA,-70.53725,-16.14075,0.118989547038328,0.457348282716813,ns,C_Ei,0.602735078639833,V,1,0
2223,CAPAZO,-69.745556,-17.186389,0.00850822461712989,0.957565371918321,ns,C_Ei,0.957565371918321,V,1,0
733,PUNO,-70.018056,-15.823333,-0.0510519671562982,0.751251475190123,ns,MEi,0.816347656677445,V,-1,0
533,PAMPAHUTA,-70.6775,-15.491389,-0.047575895422565,0.761924479565616,ns,MEi,0.816347656677445,V,-1,0
1133,CHUQUIBAMBILLA,-70.728333,-14.796389,0.228510691921674,0.161749561855261,ns,MEi,0.485248685565783,V,1,0
1733,LAMPA,-70.372778,-15.355833,-0.071234653470117,0.653942814962812,ns,MEi,0.816347656677445,V,-1,0
1033,CABANILLAS,-70.346389,-15.6393,-0.339625490788282,0.0263872758465344,s,MEi,0.197904568849008,V,-1,-11
1633,HUANCANE,-69.7625,-15.203333,0.129659643861721,0.413131792060359,ns,MEi,0.816347656677445,V,1,0
