,NOMBRE,LONGITUD,LATITUD,var,cor,pvalue,p.value.FDR,type,names.modos,sign_cor,pval_NO_fdr,pval_fdr
1,PUNO,-70.018056,-15.823333,CDDm,-0.0235232622494201,0.883933705375119,0.891483288115704,A,Ei,-1,0,0
2,PAMPAHUTA,-70.6775,-15.491389,CDDm,0.139933546377798,0.370797166652623,0.891483288115704,A,Ei,1,0,0
3,CHUQUIBAMBILLA,-70.728333,-14.796389,CDDm,0.0225777068225668,0.891483288115704,0.891483288115704,A,Ei,1,0,0
4,LAMPA,-70.372778,-15.355833,CDDm,0.0538919733306346,0.734635185423673,0.891483288115704,A,Ei,1,0,0
5,CABANILLAS,-70.346389,-15.6393,CDDm,0.0579239522463527,0.712164822022888,0.891483288115704,A,Ei,1,0,0
6,HUANCANE,-69.7625,-15.203333,CDDm,0.136785381579801,0.387704101207185,0.891483288115704,A,Ei,1,0,0
7,HUARAYA MOHO,-69.491389,-15.389722,CDDm,0.080942313500453,0.604753622285153,0.891483288115704,A,Ei,1,0,0
8,CAPACHICA,-69.8443,-15.6158,CDDm,0.0745702435590145,0.66092513010588,0.891483288115704,A,Ei,1,0,0
9,TARACO,-69.9825,-15.305,CDDm,0.0932136949264033,0.562140396192405,0.891483288115704,A,Ei,1,0,0
10,MAZO CRUZ,-69.711667,-16.745556,CDDm,0.129417094533374,0.406867904297099,0.891483288115704,A,Ei,1,0,0
11,DESAGUADERO,-69.0404,-16.5688,CDDm,0.0506759321216217,0.746907521324704,0.891483288115704,A,Ei,1,0,0
12,LARAQUERI,-70.067778,-16.1525,CDDm,0.0270093667918876,0.866877184289663,0.891483288115704,A,Ei,1,0,0
13,PUTINA,-69.868028,-14.914889,CDDm,0.0832026498081339,0.605030898765318,0.891483288115704,A,Ei,1,0,0
14,ICHUÑA,-70.53725,-16.14075,CDDm,0.0627286993317868,0.696815859946247,0.891483288115704,A,Ei,1,0,0
15,CAPAZO,-69.745556,-17.186389,CDDm,0.073542736333434,0.638271764546932,0.891483288115704,A,Ei,1,0,0
16,PUNO,-70.018056,-15.823333,CDDm,-0.169890227356923,0.288267313727838,0.540501213239696,A,Ci,-1,0,0
17,PAMPAHUTA,-70.6775,-15.491389,CDDm,-0.0286965718421821,0.855058122169218,0.92620701185675,A,Ci,-1,0,0
18,CHUQUIBAMBILLA,-70.728333,-14.796389,CDDm,0.0282474448587271,0.864459877732966,0.92620701185675,A,Ci,1,0,0
19,LAMPA,-70.372778,-15.355833,CDDm,-0.0960330652583488,0.545189503539342,0.868973586473283,A,Ci,-1,0,0
20,CABANILLAS,-70.346389,-15.6393,CDDm,-0.309557079866753,0.043382875908914,0.365176676212893,A,Ci,-1,1,0
21,HUANCANE,-69.7625,-15.203333,CDDm,-0.277946598826254,0.074709748272985,0.373548741364925,A,Ci,-1,0,0
22,HUARAYA MOHO,-69.491389,-15.389722,CDDm,-0.226064633041377,0.144628385802804,0.397603595835488,A,Ci,-1,0,0
23,CAPACHICA,-69.8443,-15.6158,CDDm,-0.0941315952080405,0.579468885513628,0.868973586473283,A,Ci,-1,0,0
24,TARACO,-69.9825,-15.305,CDDm,-0.224061330234308,0.159041438334195,0.397603595835488,A,Ci,-1,0,0
25,MAZO CRUZ,-69.711667,-16.745556,CDDm,-0.00981576562971912,0.950350672967651,0.950350672967651,A,Ci,-1,0,0
26,DESAGUADERO,-69.0404,-16.5688,CDDm,-0.233668157949773,0.131534572469397,0.397603595835488,A,Ci,-1,0,0
27,LARAQUERI,-70.067778,-16.1525,CDDm,-0.309823575199846,0.0486902234950523,0.365176676212893,A,Ci,-1,1,0
28,PUTINA,-69.868028,-14.914889,CDDm,-0.0758843015527588,0.637247296747074,0.868973586473283,A,Ci,-1,0,0
29,ICHUÑA,-70.53725,-16.14075,CDDm,-0.0377243427925885,0.814855500444592,0.92620701185675,A,Ci,-1,0,0
30,CAPAZO,-69.745556,-17.186389,CDDm,-0.184989429175476,0.234152086759631,0.50175447162778,A,Ci,-1,0,0
31,PUNO,-70.018056,-15.823333,CDDm,-0.0748388232305623,0.641905758586002,0.937946879790645,A,C_Ei,-1,0,0
32,PAMPAHUTA,-70.6775,-15.491389,CDDm,-0.0474248608339219,0.762658369657211,0.937946879790645,A,C_Ei,-1,0,0
33,CHUQUIBAMBILLA,-70.728333,-14.796389,CDDm,0.086058523763147,0.602424094163432,0.937946879790645,A,C_Ei,1,0,0
34,LAMPA,-70.372778,-15.355833,CDDm,-0.0436808625943038,0.783567993783011,0.937946879790645,A,C_Ei,-1,0,0
35,CABANILLAS,-70.346389,-15.6393,CDDm,-0.260620025035415,0.0914206567763102,0.742205975249878,A,C_Ei,-1,0,0
36,HUANCANE,-69.7625,-15.203333,CDDm,-0.249908836962148,0.110452938449299,0.742205975249878,A,C_Ei,-1,0,0
37,HUARAYA MOHO,-69.491389,-15.389722,CDDm,-0.167774086378738,0.281161106180798,0.829774727849213,A,C_Ei,-1,0,0
38,CAPACHICA,-69.8443,-15.6158,CDDm,-0.0758743336689496,0.655359468887947,0.937946879790645,A,C_Ei,-1,0,0
39,TARACO,-69.9825,-15.305,CDDm,-0.155414235279162,0.331909891139685,0.829774727849213,A,C_Ei,-1,0,0
40,MAZO CRUZ,-69.711667,-16.745556,CDDm,0.012987012987013,0.934217070790767,0.937946879790645,A,C_Ei,1,0,0
41,DESAGUADERO,-69.0404,-16.5688,CDDm,-0.182236995841242,0.242153886763109,0.829774727849213,A,C_Ei,-1,0,0
42,LARAQUERI,-70.067778,-16.1525,CDDm,-0.229753871710347,0.148441195049976,0.742205975249878,A,C_Ei,-1,0,0
43,PUTINA,-69.868028,-14.914889,CDDm,-0.0209095664439289,0.896756206350701,0.937946879790645,A,C_Ei,-1,0,0
44,ICHUÑA,-70.53725,-16.14075,CDDm,-0.0125457398663574,0.937946879790645,0.937946879790645,A,C_Ei,-1,0,0
45,CAPAZO,-69.745556,-17.186389,CDDm,-0.134400483237693,0.388914092876483,0.833387341878177,A,C_Ei,-1,0,0
46,PUNO,-70.018056,-15.823333,CDDm,-0.0454783070155454,0.777679931787332,0.93101821743632,A,MEi,-1,0,0
47,PAMPAHUTA,-70.6775,-15.491389,CDDm,0.0988521382668851,0.528260648451945,0.93101821743632,A,MEi,1,0,0
48,CHUQUIBAMBILLA,-70.728333,-14.796389,CDDm,0.0934494322745702,0.571499352801504,0.93101821743632,A,MEi,1,0,0
49,LAMPA,-70.372778,-15.355833,CDDm,0.000243121684198351,0.998780787147487,0.998780787147487,A,MEi,1,0,0
50,CABANILLAS,-70.346389,-15.6393,CDDm,-0.172110413519476,0.269763594641187,0.887379670823721,A,MEi,-1,0,0
51,HUANCANE,-69.7625,-15.203333,CDDm,-0.238077873863421,0.128942929946991,0.887379670823721,A,MEi,-1,0,0
52,HUARAYA MOHO,-69.491389,-15.389722,CDDm,-0.220779220779221,0.154447576023232,0.887379670823721,A,MEi,-1,0,0
53,CAPACHICA,-69.8443,-15.6158,CDDm,-0.0770598701325269,0.650315605552552,0.93101821743632,A,MEi,-1,0,0
54,TARACO,-69.9825,-15.305,CDDm,-0.115515289226552,0.47201921023413,0.93101821743632,A,MEi,-1,0,0
55,MAZO CRUZ,-69.711667,-16.745556,CDDm,-0.0607067351253398,0.698123685383008,0.93101821743632,A,MEi,-1,0,0
56,DESAGUADERO,-69.0404,-16.5688,CDDm,-0.157465452270613,0.313237440576237,0.887379670823721,A,MEi,-1,0,0
57,LARAQUERI,-70.067778,-16.1525,CDDm,-0.161097803865162,0.314309495755014,0.887379670823721,A,MEi,-1,0,0
58,PUTINA,-69.868028,-14.914889,CDDm,0.00426903648230216,0.978866579688846,0.998780787147487,A,MEi,1,0,0
59,ICHUÑA,-70.53725,-16.14075,CDDm,0.0393796834693995,0.806882455111477,0.93101821743632,A,MEi,1,0,0
60,CAPAZO,-69.745556,-17.186389,CDDm,-0.144216248867412,0.354951868329488,0.887379670823721,A,MEi,-1,0,0
61,PUNO,-70.018056,-15.823333,CDDm,0.0387731987182338,0.809801432025297,0.941376960890926,A,SOi,1,0,0
62,PAMPAHUTA,-70.6775,-15.491389,CDDm,-0.137149762493692,0.380484196275462,0.740147191829249,A,SOi,-1,0,0
63,CHUQUIBAMBILLA,-70.728333,-14.796389,CDDm,-0.0994785634056374,0.546822332194093,0.745666816628308,A,SOi,-1,0,0
64,LAMPA,-70.372778,-15.355833,CDDm,-0.0370385379402061,0.815860032772136,0.941376960890926,A,SOi,-1,0,0
65,CABANILLAS,-70.346389,-15.6393,CDDm,0.185718063198507,0.233121803456225,0.740147191829249,A,SOi,1,0,0
66,HUANCANE,-69.7625,-15.203333,CDDm,0.258519389166402,0.0983162813735108,0.740147191829249,A,SOi,1,0,0
67,HUARAYA MOHO,-69.491389,-15.389722,CDDm,0.2432983469898,0.115920669020826,0.740147191829249,A,SOi,1,0,0
68,CAPACHICA,-69.8443,-15.6158,CDDm,0.116196348114774,0.4934314612195,0.740147191829249,A,SOi,1,0,0
69,TARACO,-69.9825,-15.305,CDDm,0.13276996135783,0.407939901266721,0.740147191829249,A,SOi,1,0,0
70,MAZO CRUZ,-69.711667,-16.745556,CDDm,0.0237861512420196,0.879659110367369,0.942491903965038,A,SOi,1,0,0
71,DESAGUADERO,-69.0404,-16.5688,CDDm,0.14864048507955,0.341463372808725,0.740147191829249,A,SOi,1,0,0
72,LARAQUERI,-70.067778,-16.1525,CDDm,0.144948373999805,0.365885096666024,0.740147191829249,A,SOi,1,0,0
73,PUTINA,-69.868028,-14.914889,CDDm,0.0106735209954689,0.947193010506995,0.947193010506995,A,SOi,1,0,0
74,ICHUÑA,-70.53725,-16.14075,CDDm,-0.117626557909249,0.463903926040823,0.740147191829249,A,SOi,-1,0,0
75,CAPAZO,-69.745556,-17.186389,CDDm,0.121875708268634,0.436243966602513,0.740147191829249,A,SOi,1,0,0
76,PUNO,-70.018056,-15.823333,CDDm,0.10681303525107,0.506247690152685,0.774634940068803,A,TNAi,1,0,0
77,PAMPAHUTA,-70.6775,-15.491389,CDDm,0.217942911411941,0.160325793510423,0.774634940068803,A,TNAi,1,0,0
78,CHUQUIBAMBILLA,-70.728333,-14.796389,CDDm,0.0928419603421244,0.574013584757495,0.774634940068803,A,TNAi,1,0,0
79,LAMPA,-70.372778,-15.355833,CDDm,0.00324162245597802,0.983744904357657,0.983744904357657,A,TNAi,1,0,0
80,CABANILLAS,-70.346389,-15.6393,CDDm,0.0886606518086285,0.571821903779535,0.774634940068803,A,TNAi,1,0,0
81,HUANCANE,-69.7625,-15.203333,CDDm,0.166686925301926,0.291399049616922,0.774634940068803,A,TNAi,1,0,0
82,HUARAYA MOHO,-69.491389,-15.389722,CDDm,-0.0776200543642404,0.619707952055042,0.774634940068803,A,TNAi,-1,0,0
83,CAPACHICA,-69.8443,-15.6158,CDDm,0.259632485523437,0.120704059135286,0.774634940068803,A,TNAi,1,0,0
84,TARACO,-69.9825,-15.305,CDDm,0.0490460843397804,0.760732189252186,0.8150702027702,A,TNAi,1,0,0
85,MAZO CRUZ,-69.711667,-16.745556,CDDm,-0.217154938085171,0.161459649922823,0.774634940068803,A,TNAi,-1,0,0
86,DESAGUADERO,-69.0404,-16.5688,CDDm,0.148931353418536,0.340508820655628,0.774634940068803,A,TNAi,1,0,0
87,LARAQUERI,-70.067778,-16.1525,CDDm,0.0611631467351777,0.704034661409823,0.812347686242103,A,TNAi,1,0,0
88,PUTINA,-69.868028,-14.914889,CDDm,0.130162051113458,0.417291884610473,0.774634940068803,A,TNAi,1,0,0
89,ICHUÑA,-70.53725,-16.14075,CDDm,0.0806760771961592,0.616074013002861,0.774634940068803,A,TNAi,1,0,0
90,CAPAZO,-69.745556,-17.186389,CDDm,0.170190274841438,0.274212627152669,0.774634940068803,A,TNAi,1,0,0
91,PUNO,-70.018056,-15.823333,CDDm,0.0302317481501806,0.851163612863105,0.976575882775019,A,TSAi,1,0,0
92,PAMPAHUTA,-70.6775,-15.491389,CDDm,-0.0581483166275794,0.711098065045813,0.976575882775019,A,TSAi,-1,0,0
93,CHUQUIBAMBILLA,-70.728333,-14.796389,CDDm,-0.00485977545956595,0.976575882775019,0.976575882775019,A,TSAi,-1,0,0
94,LAMPA,-70.372778,-15.355833,CDDm,-0.09732971424074,0.539749679534303,0.976575882775019,A,TSAi,-1,0,0
95,CABANILLAS,-70.346389,-15.6393,CDDm,-0.0919835382477935,0.557439810335047,0.976575882775019,A,TSAi,-1,0,0
96,HUANCANE,-69.7625,-15.203333,CDDm,-0.0130464730061303,0.934644652543944,0.976575882775019,A,TSAi,-1,0,0
97,HUARAYA MOHO,-69.491389,-15.389722,CDDm,0.0312594382361824,0.841964290171861,0.976575882775019,A,TSAi,1,0,0
98,CAPACHICA,-69.8443,-15.6158,CDDm,0.18150563257369,0.282319609378729,0.976575882775019,A,TSAi,1,0,0
99,TARACO,-69.9825,-15.305,CDDm,0.0116734907664842,0.942253637836332,0.976575882775019,A,TSAi,1,0,0
100,MAZO CRUZ,-69.711667,-16.745556,CDDm,-0.102839021443673,0.510397596420055,0.976575882775019,A,TSAi,-1,0,0
101,DESAGUADERO,-69.0404,-16.5688,CDDm,-0.171814822021892,0.27059952147563,0.976575882775019,A,TSAi,-1,0,0
102,LARAQUERI,-70.067778,-16.1525,CDDm,-0.00688303218244878,0.965932390252938,0.976575882775019,A,TSAi,-1,0,0
103,PUTINA,-69.868028,-14.914889,CDDm,-0.042777488016538,0.790577836047019,0.976575882775019,A,TSAi,-1,0,0
104,ICHUÑA,-70.53725,-16.14075,CDDm,-0.149416276880576,0.351133833343434,0.976575882775019,A,TSAi,-1,0,0
105,CAPAZO,-69.745556,-17.186389,CDDm,0.0229537903956509,0.88371195055281,0.976575882775019,A,TSAi,1,0,0
106,PUNO,-70.018056,-15.823333,CDDm,0.105506187348325,0.511493974916924,0.697637631808184,A,TN_TSi,1,0,0
107,PAMPAHUTA,-70.6775,-15.491389,CDDm,0.224059812251985,0.1486261925813,0.610488545020059,A,TN_TSi,1,0,0
108,CHUQUIBAMBILLA,-70.728333,-14.796389,CDDm,0.0728966318934892,0.659201805858498,0.760617468298267,A,TN_TSi,1,0,0
109,LAMPA,-70.372778,-15.355833,CDDm,0.170266219500245,0.281013025049641,0.610488545020059,A,TN_TSi,1,0,0
110,CABANILLAS,-70.346389,-15.6393,CDDm,0.188196204690888,0.226833882509231,0.610488545020059,A,TN_TSi,1,0,0
111,HUANCANE,-69.7625,-15.203333,CDDm,0.219359021289408,0.162782673186062,0.610488545020059,A,TN_TSi,1,0,0
112,HUARAYA MOHO,-69.491389,-15.389722,CDDm,0.00166112956810631,0.991912605434918,0.991912605434918,A,TN_TSi,1,0,0
113,CAPACHICA,-69.8443,-15.6158,CDDm,0.172139894511429,0.308308470282406,0.610488545020059,A,TN_TSi,1,0,0
114,TARACO,-69.9825,-15.305,CDDm,0.0941719665564878,0.558110105446547,0.697637631808184,A,TN_TSi,1,0,0
115,MAZO CRUZ,-69.711667,-16.745556,CDDm,0.0147991543340381,0.925009240685312,0.991081329305692,A,TN_TSi,1,0,0
116,DESAGUADERO,-69.0404,-16.5688,CDDm,0.312212076588352,0.0415252226519118,0.610488545020059,A,TN_TSi,1,1,0
117,LARAQUERI,-70.067778,-16.1525,CDDm,0.10246133982987,0.523822294099264,0.697637631808184,A,TN_TSi,1,0,0
118,PUTINA,-69.868028,-14.914889,CDDm,0.218069353371476,0.170782781589427,0.610488545020059,A,TN_TSi,1,0,0
119,ICHUÑA,-70.53725,-16.14075,CDDm,0.157431610684082,0.325593890677365,0.610488545020059,A,TN_TSi,1,0,0
120,CAPAZO,-69.745556,-17.186389,CDDm,0.12503775294473,0.423035150525656,0.697637631808184,A,TN_TSi,1,0,0
121,PUNO,-70.018056,-15.823333,CDDm,0.227652904658276,0.152291345917773,0.627229539332466,A,PDOi,1,0,0
122,PAMPAHUTA,-70.6775,-15.491389,CDDm,0.21446911587315,0.167261210488658,0.627229539332466,A,PDOi,1,0,0
123,CHUQUIBAMBILLA,-70.728333,-14.796389,CDDm,-0.0647970061275459,0.695129316877009,0.911593650000658,A,PDOi,-1,0,0
124,LAMPA,-70.372778,-15.355833,CDDm,0.0524332432254445,0.741567454826748,0.911593650000658,A,PDOi,1,0,0
125,CABANILLAS,-70.346389,-15.6393,CDDm,-0.0645697251246826,0.680804882733336,0.911593650000658,A,PDOi,-1,0,0
126,HUANCANE,-69.7625,-15.203333,CDDm,-0.224869332869637,0.152215073433124,0.627229539332466,A,PDOi,-1,0,0
127,HUARAYA MOHO,-69.491389,-15.389722,CDDm,-0.300815463606161,0.0503944873632553,0.627229539332466,A,PDOi,-1,0,0
128,CAPACHICA,-69.8443,-15.6158,CDDm,-0.0320094845165881,0.850820740000614,0.911593650000658,A,PDOi,-1,0,0
129,TARACO,-69.9825,-15.305,CDDm,-0.115079711212877,0.473702784589809,0.911593650000658,A,PDOi,-1,0,0
130,MAZO CRUZ,-69.711667,-16.745556,CDDm,0.0665961945031713,0.670407757341049,0.911593650000658,A,PDOi,1,0,0
131,DESAGUADERO,-69.0404,-16.5688,CDDm,-0.15406691732952,0.323927087717996,0.911593650000658,A,PDOi,-1,0,0
132,LARAQUERI,-70.067778,-16.1525,CDDm,0.0157699851268763,0.922043140007603,0.922043140007603,A,PDOi,1,0,0
133,PUTINA,-69.868028,-14.914889,CDDm,0.0960097592550404,0.550418737611051,0.911593650000658,A,PDOi,1,0,0
134,ICHUÑA,-70.53725,-16.14075,CDDm,0.0367659876639084,0.819479965199092,0.911593650000658,A,PDOi,1,0,0
135,CAPAZO,-69.745556,-17.186389,CDDm,0.0481727574750831,0.758388731819278,0.911593650000658,A,PDOi,1,0,0
136,PUNO,-70.018056,-15.823333,CDDm,0.289771741635449,0.0661045081171742,0.159157771977199,H,Ei,1,0,0
137,PAMPAHUTA,-70.6775,-15.491389,CDDm,0.408095458513558,0.0065956700682537,0.0361958705903921,H,Ei,1,1,1
138,CHUQUIBAMBILLA,-70.728333,-14.796389,CDDm,0.253619531796098,0.119252795752961,0.198754659588268,H,Ei,1,0,0
139,LAMPA,-70.372778,-15.355833,CDDm,0.194416306797282,0.217295808449203,0.296312466067096,H,Ei,1,0,0
140,CABANILLAS,-70.346389,-15.6393,CDDm,0.110561494248579,0.480309446620482,0.514617264236231,H,Ei,1,0,0
141,HUANCANE,-69.7625,-15.203333,CDDm,0.163850735517984,0.299802812663998,0.374753515829997,H,Ei,1,0,0
142,HUARAYA MOHO,-69.491389,-15.389722,CDDm,0.118846270009061,0.446504761947993,0.514617264236231,H,Ei,1,0,0
143,CAPACHICA,-69.8443,-15.6158,CDDm,0.434617667547452,0.00718823719837855,0.0361958705903921,H,Ei,1,1,1
144,TARACO,-69.9825,-15.305,CDDm,0.208206290536546,0.191446524269988,0.287169786404983,H,Ei,1,0,0
145,MAZO CRUZ,-69.711667,-16.745556,CDDm,0.0977046209604349,0.531832335955522,0.531832335955522,H,Ei,1,0,0
146,DESAGUADERO,-69.0404,-16.5688,CDDm,0.265840955392114,0.0848841450545062,0.159157771977199,H,Ei,1,0,0
147,LARAQUERI,-70.067778,-16.1525,CDDm,0.320104559978694,0.0413187973758346,0.15494549015938,H,Ei,1,1,0
148,PUTINA,-69.868028,-14.914889,CDDm,0.296044611568627,0.0601953509300921,0.159157771977199,H,Ei,1,0,0
149,ICHUÑA,-70.53725,-16.14075,CDDm,0.28062380631623,0.0755347584550277,0.159157771977199,H,Ei,1,0,0
150,CAPAZO,-69.745556,-17.186389,CDDm,0.406372697070371,0.00723917411807842,0.0361958705903921,H,Ei,1,1,1
151,PUNO,-70.018056,-15.823333,CDDm,-0.0855549760330759,0.594826783827018,0.917450626201572,H,Ci,-1,0,0
152,PAMPAHUTA,-70.6775,-15.491389,CDDm,0.0104969039106929,0.946735927022572,0.946735927022572,H,Ci,1,0,0
153,CHUQUIBAMBILLA,-70.728333,-14.796389,CDDm,0.0557861724629341,0.735881320454948,0.917450626201572,H,Ci,1,0,0
154,LAMPA,-70.372778,-15.355833,CDDm,-0.110215163503253,0.487154691526025,0.917450626201572,H,Ci,-1,0,0
155,CABANILLAS,-70.346389,-15.6393,CDDm,-0.255635695376667,0.0980180384646812,0.68614913979149,H,Ci,-1,0,0
156,HUANCANE,-69.7625,-15.203333,CDDm,-0.115878611172462,0.464911696103042,0.917450626201572,H,Ci,-1,0,0
157,HUARAYA MOHO,-69.491389,-15.389722,CDDm,-0.302929628511024,0.0487390247666495,0.68614913979149,H,Ci,-1,1,0
158,CAPACHICA,-69.8443,-15.6158,CDDm,0.0308239480530108,0.856287251121467,0.917450626201572,H,Ci,1,0,0
159,TARACO,-69.9825,-15.305,CDDm,-0.126143392760217,0.431937884025446,0.917450626201572,H,Ci,-1,0,0
160,MAZO CRUZ,-69.711667,-16.745556,CDDm,-0.219873150105708,0.156179134969774,0.68614913979149,H,Ci,-1,0,0
161,DESAGUADERO,-69.0404,-16.5688,CDDm,-0.0357979013795062,0.819725291293083,0.917450626201572,H,Ci,-1,0,0
162,LARAQUERI,-70.067778,-16.1525,CDDm,-0.212154219800795,0.182973103944397,0.68614913979149,H,Ci,-1,0,0
163,PUTINA,-69.868028,-14.914889,CDDm,0.0941801721911966,0.558075652652419,0.917450626201572,H,Ci,1,0,0
164,ICHUÑA,-70.53725,-16.14075,CDDm,0.0410350241462105,0.798928646543442,0.917450626201572,H,Ci,1,0,0
165,CAPAZO,-69.745556,-17.186389,CDDm,-0.0386590154032014,0.805127951335247,0.917450626201572,H,Ci,-1,0,0
166,PUNO,-70.018056,-15.823333,CDDm,-0.258581638356588,0.102590099872597,0.226709098690574,H,C_Ei,-1,0,0
167,PAMPAHUTA,-70.6775,-15.491389,CDDm,-0.245053620073371,0.11323266014464,0.226709098690574,H,C_Ei,-1,0,0
168,CHUQUIBAMBILLA,-70.728333,-14.796389,CDDm,-0.136681184800292,0.406704718949773,0.469274675711276,H,C_Ei,-1,0,0
169,LAMPA,-70.372778,-15.355833,CDDm,-0.233883060198814,0.136025459214344,0.226709098690574,H,C_Ei,-1,0,0
170,CABANILLAS,-70.346389,-15.6393,CDDm,-0.394290684065459,0.00888914188788425,0.0744009381083449,H,C_Ei,-1,1,0
171,HUANCANE,-69.7625,-15.203333,CDDm,-0.285239658270675,0.0670969997065493,0.201290999119648,H,C_Ei,-1,0,0
172,HUARAYA MOHO,-69.491389,-15.389722,CDDm,-0.370733917245545,0.014880187621669,0.0744009381083449,H,C_Ei,-1,1,0
173,CAPACHICA,-69.8443,-15.6158,CDDm,-0.15850622518029,0.348755711750323,0.469274675711276,H,C_Ei,-1,0,0
174,TARACO,-69.9825,-15.305,CDDm,-0.302900950709443,0.0542260787143707,0.201290999119648,H,C_Ei,-1,0,0
175,MAZO CRUZ,-69.711667,-16.745556,CDDm,-0.132739353669586,0.394845897869677,0.469274675711276,H,C_Ei,-1,0,0
176,DESAGUADERO,-69.0404,-16.5688,CDDm,-0.202854774483868,0.192021249412501,0.288031874118751,H,C_Ei,-1,0,0
177,LARAQUERI,-70.067778,-16.1525,CDDm,-0.39233283439958,0.0111774920569026,0.0744009381083449,H,C_Ei,-1,1,0
178,PUTINA,-69.868028,-14.914889,CDDm,-0.0784979973582499,0.625661553598794,0.625661553598794,H,C_Ei,-1,0,0
179,ICHUÑA,-70.53725,-16.14075,CDDm,-0.113260151571282,0.480769833131018,0.51511053549752,H,C_Ei,-1,0,0
180,CAPAZO,-69.745556,-17.186389,CDDm,-0.232709151313802,0.13295338223359,0.226709098690574,H,C_Ei,-1,0,0
181,PUNO,-70.018056,-15.823333,CDDm,0.0480920028210366,0.765253854292782,0.956567317865977,H,MEi,1,0,0
182,PAMPAHUTA,-70.6775,-15.491389,CDDm,0.175804261180526,0.259461320932166,0.822788897363056,H,MEi,1,0,0
183,CHUQUIBAMBILLA,-70.728333,-14.796389,CDDm,0.160473835487751,0.329115558945222,0.822788897363056,H,MEi,1,0,0
184,LAMPA,-70.372778,-15.355833,CDDm,-0.00145873010519011,0.992684818730837,0.992684818730837,H,MEi,-1,0,0
185,CABANILLAS,-70.346389,-15.6393,CDDm,-0.168712006933966,0.279477338005452,0.822788897363056,H,MEi,-1,0,0
186,HUANCANE,-69.7625,-15.203333,CDDm,-0.124873384487247,0.430731375210669,0.828559957657689,H,MEi,-1,0,0
187,HUARAYA MOHO,-69.491389,-15.389722,CDDm,-0.276049531863485,0.0734061605214367,0.822788897363056,H,MEi,-1,0,0
188,CAPACHICA,-69.8443,-15.6158,CDDm,0.0818020159868362,0.630294785860939,0.950035104348371,H,MEi,1,0,0
189,TARACO,-69.9825,-15.305,CDDm,-0.0109765659446045,0.945695898907582,0.992684818730837,H,MEi,-1,0,0
190,MAZO CRUZ,-69.711667,-16.745556,CDDm,-0.184838417396557,0.234539327760572,0.822788897363056,H,MEi,-1,0,0
191,DESAGUADERO,-69.0404,-16.5688,CDDm,0.0252246815627744,0.872439486559604,0.992684818730837,H,MEi,1,0,0
192,LARAQUERI,-70.067778,-16.1525,CDDm,-0.0756262270172853,0.638395959300771,0.950035104348371,H,MEi,-1,0,0
193,PUTINA,-69.868028,-14.914889,CDDm,0.209269910826322,0.189136872878595,0.822788897363056,H,MEi,1,0,0
194,ICHUÑA,-70.53725,-16.14075,CDDm,0.123453565212697,0.441898644084101,0.828559957657689,H,MEi,1,0,0
195,CAPAZO,-69.745556,-17.186389,CDDm,0.0610087586831773,0.696692409855472,0.950035104348371,H,MEi,1,0,0
196,PUNO,-70.018056,-15.823333,CDDm,-0.0669106126205726,0.677663372897195,0.849638328688518,H,SOi,-1,0,0
197,PAMPAHUTA,-70.6775,-15.491389,CDDm,-0.205331523260245,0.186535269363258,0.849638328688518,H,SOi,-1,0,0
198,CHUQUIBAMBILLA,-70.728333,-14.796389,CDDm,-0.156525267926853,0.34131033408241,0.849638328688518,H,SOi,-1,0,0
199,LAMPA,-70.372778,-15.355833,CDDm,-0.0594027315057972,0.708637928481124,0.849638328688518,H,SOi,-1,0,0
200,CABANILLAS,-70.346389,-15.6393,CDDm,0.098931391711502,0.527928391658324,0.849638328688518,H,SOi,1,0,0
201,HUANCANE,-69.7625,-15.203333,CDDm,0.0731736964256873,0.645138216182994,0.849638328688518,H,SOi,1,0,0
202,HUARAYA MOHO,-69.491389,-15.389722,CDDm,0.255209906372697,0.0986453802031914,0.772126996341819,H,SOi,1,0,0
203,CAPACHICA,-69.8443,-15.6158,CDDm,-0.0298755188821489,0.860665225574283,0.922141313115303,H,SOi,-1,0,0
204,TARACO,-69.9825,-15.305,CDDm,-0.0122832999856288,0.939242507267471,0.939242507267471,H,SOi,-1,0,0
205,MAZO CRUZ,-69.711667,-16.745556,CDDm,0.123980670492298,0.426991665052611,0.849638328688518,H,SOi,1,0,0
206,DESAGUADERO,-69.0404,-16.5688,CDDm,-0.052866099083659,0.736353218196716,0.849638328688518,H,SOi,-1,0,0
207,LARAQUERI,-70.067778,-16.1525,CDDm,0.0962753235646316,0.549311482936291,0.849638328688518,H,SOi,1,0,0
208,PUTINA,-69.868028,-14.914889,CDDm,-0.258320268776039,0.102950266178909,0.772126996341819,H,SOi,-1,0,0
209,ICHUÑA,-70.53725,-16.14075,CDDm,-0.138874370465095,0.386524672472391,0.849638328688518,H,SOi,-1,0,0
210,CAPAZO,-69.745556,-17.186389,CDDm,-0.058743581999396,0.707452248498482,0.849638328688518,H,SOi,-1,0,0
211,PUNO,-70.018056,-15.823333,CDDm,0.104809201800194,0.514303101828115,0.92577620343044,H,TNAi,1,0,0
212,PAMPAHUTA,-70.6775,-15.491389,CDDm,0.079670745509216,0.611558629742392,0.92577620343044,H,TNAi,1,0,0
213,CHUQUIBAMBILLA,-70.728333,-14.796389,CDDm,0.0288549167911728,0.861572956702375,0.92577620343044,H,TNAi,1,0,0
