,NOMBRE,LONGITUD,LATITUD,var,cor,pvalue,p.value.FDR,type,names.modos,sign_cor,pval_NO_fdr,pval_fdr
4415,CABANILLAS,-70.346389,-15.6393,R95p,0.285110238598611,0.0641742288313902,0.431599665504947,noH,TSAi,1,0,0
4416,HUANCANE,-69.7625,-15.203333,R95p,0.0780085716595953,0.623394015375768,0.932485282903759,noH,TSAi,1,0,0
4417,HUARAYA MOHO,-69.491389,-15.389722,R95p,0.214514263454529,0.178037169922644,0.534111509767933,noH,TSAi,1,0,0
4418,CAPACHICA,-69.8443,-15.6158,R95p,-0.0600068818364988,0.724240020932778,0.932485282903759,noH,TSAi,-1,0,0
4419,TARACO,-69.9825,-15.305,R95p,0.249889830233142,0.115093244134653,0.431599665504947,noH,TSAi,1,0,0
4420,MAZO CRUZ,-69.711667,-16.745556,R95p,0.130011463826323,0.430192765081407,0.921841639460158,noH,TSAi,1,0,0
4421,DESAGUADERO,-69.0404,-16.5688,R95p,0.311337181715064,0.0421300688141177,0.431599665504947,noH,TSAi,1,1,0
4422,LARAQUERI,-70.067778,-16.1525,R95p,0.0521688183283654,0.745988226323007,0.932485282903759,noH,TSAi,1,0,0
4423,PUTINA,-69.868028,-14.914889,R95p,0.265056019663684,0.0939723503305391,0.431599665504947,noH,TSAi,1,0,0
4424,ICHUÑA,-70.53725,-16.14075,R95p,-0.0261839803689658,0.8709104809155,0.946761271324628,noH,TSAi,-1,0,0
4425,CAPAZO,-69.745556,-17.186389,R95p,-0.0843529697755449,0.594181092013335,0.932485282903759,noH,TSAi,-1,0,0
4426,PUNO,-70.018056,-15.823333,R95p,-0.343306154044501,0.02798328832328,0.14893553616384,noH,TN_TSi,-1,1,0
4427,PAMPAHUTA,-70.6775,-15.491389,R95p,-0.0757408113684408,0.629291131827218,0.786613914784023,noH,TN_TSi,-1,0,0
4428,CHUQUIBAMBILLA,-70.728333,-14.796389,R95p,-0.0146140908061331,0.929638055063468,0.929638055063468,noH,TN_TSi,-1,0,0
4429,LAMPA,-70.372778,-15.355833,R95p,-0.106311565623489,0.502801549431692,0.69907778891348,noH,TN_TSi,-1,0,0
4430,CABANILLAS,-70.346389,-15.6393,R95p,-0.167925098157656,0.280723452755371,0.655774200188918,noH,TN_TSi,-1,0,0
4431,HUANCANE,-69.7625,-15.203333,R95p,-0.119039591323603,0.452737581523914,0.69907778891348,noH,TN_TSi,-1,0,0
4432,HUARAYA MOHO,-69.491389,-15.389722,R95p,-0.163841602795979,0.306027960088162,0.655774200188918,noH,TN_TSi,-1,0,0
4433,CAPACHICA,-69.8443,-15.6158,R95p,-0.0272541216309198,0.87278660028429,0.929638055063468,noH,TN_TSi,-1,0,0
4434,TARACO,-69.9825,-15.305,R95p,-0.338706095195523,0.0302968682209591,0.14893553616384,noH,TN_TSi,-1,1,0
4435,MAZO CRUZ,-69.711667,-16.745556,R95p,-0.330761448521929,0.039716142977024,0.14893553616384,noH,TN_TSi,-1,1,0
4436,DESAGUADERO,-69.0404,-16.5688,R95p,-0.365148546455939,0.0160545987077651,0.14893553616384,noH,TN_TSi,-1,1,0
4437,LARAQUERI,-70.067778,-16.1525,R95p,-0.105217380642032,0.512657045203219,0.69907778891348,noH,TN_TSi,-1,0,0
4438,PUTINA,-69.868028,-14.914889,R95p,-0.261610291408056,0.0984865453799868,0.29545963613996,noH,TN_TSi,-1,0,0
4439,ICHUÑA,-70.53725,-16.14075,R95p,-0.112662364512727,0.483103580591723,0.69907778891348,noH,TN_TSi,-1,0,0
4440,CAPAZO,-69.745556,-17.186389,R95p,0.0313588850174216,0.843420192996107,0.929638055063468,noH,TN_TSi,1,0,0
4441,PUNO,-70.018056,-15.823333,R95p,-0.285459374316727,0.070426616150811,0.278534041503159,noH,PDOi,-1,0,0
4442,PAMPAHUTA,-70.6775,-15.491389,R95p,0.00275699616710199,0.986000941745192,0.986000941745192,noH,PDOi,1,0,0
4443,CHUQUIBAMBILLA,-70.728333,-14.796389,R95p,-0.0226415491362625,0.891178267412751,0.986000941745192,noH,PDOi,-1,0,0
4444,LAMPA,-70.372778,-15.355833,R95p,-0.00656244232243761,0.967099457697162,0.986000941745192,noH,PDOi,-1,0,0
4445,CABANILLAS,-70.346389,-15.6393,R95p,-0.276955602536998,0.0724379899013029,0.278534041503159,noH,PDOi,-1,0,0
4446,HUANCANE,-69.7625,-15.203333,R95p,0.271085990804341,0.0824753360400639,0.278534041503159,noH,PDOi,1,0,0
4447,HUARAYA MOHO,-69.491389,-15.389722,R95p,-0.165352892675269,0.301526408866988,0.565362016625602,noH,PDOi,-1,0,0
4448,CAPACHICA,-69.8443,-15.6158,R95p,0.157906555589671,0.350605599921,0.584342666535,noH,PDOi,1,0,0
4449,TARACO,-69.9825,-15.305,R95p,0.124767813890325,0.437016120282964,0.655524180424447,noH,PDOi,1,0,0
4450,MAZO CRUZ,-69.711667,-16.745556,R95p,-0.419414934879091,0.0078646964812148,0.117970447218222,noH,PDOi,-1,1,0
4451,DESAGUADERO,-69.0404,-16.5688,R95p,-0.010762272948175,0.945391375672084,0.986000941745192,noH,PDOi,-1,0,0
4452,LARAQUERI,-70.067778,-16.1525,R95p,-0.054632101487209,0.734420298555528,0.986000941745192,noH,PDOi,-1,0,0
4453,PUTINA,-69.868028,-14.914889,R95p,0.181475021463069,0.256152757977232,0.548898767094068,noH,PDOi,1,0,0
4454,ICHUÑA,-70.53725,-16.14075,R95p,-0.265936616944666,0.0928446805010531,0.278534041503159,noH,PDOi,-1,0,0
4455,CAPAZO,-69.745556,-17.186389,R95p,-0.18321043675553,0.24458831925898,0.548898767094068,noH,PDOi,-1,0,0
4456,PUNO,-70.018056,-15.823333,R95p,0.0172048085381545,0.914975059553075,0.960646954894221,V,Ei,1,0,0
4457,PAMPAHUTA,-70.6775,-15.491389,R95p,-0.11824450227793,0.450136141338896,0.960646954894221,V,Ei,-1,0,0
4458,CHUQUIBAMBILLA,-70.728333,-14.796389,R95p,-0.05897094388672,0.721389727534027,0.960646954894221,V,Ei,-1,0,0
4459,LAMPA,-70.372778,-15.355833,R95p,0.162502478009361,0.303851728857076,0.960646954894221,V,Ei,1,0,0
4460,CABANILLAS,-70.346389,-15.6393,R95p,0.0379039565086077,0.808868966869611,0.960646954894221,V,Ei,1,0,0
4461,HUANCANE,-69.7625,-15.203333,R95p,-0.163710459506192,0.300222450951672,0.960646954894221,V,Ei,-1,0,0
4462,HUARAYA MOHO,-69.491389,-15.389722,R95p,-0.233183138433994,0.142311056744235,0.960646954894221,V,Ei,-1,0,0
4463,CAPACHICA,-69.8443,-15.6158,R95p,0.033230902690332,0.845195943282195,0.960646954894221,V,Ei,1,0,0
4464,TARACO,-69.9825,-15.305,R95p,0.134065628268241,0.40333862974362,0.960646954894221,V,Ei,1,0,0
4465,MAZO CRUZ,-69.711667,-16.745556,R95p,-0.0227264133617667,0.890772833809116,0.960646954894221,V,Ei,-1,0,0
4466,DESAGUADERO,-69.0404,-16.5688,R95p,0.167507091100524,0.282975664327698,0.960646954894221,V,Ei,1,0,0
4467,LARAQUERI,-70.067778,-16.1525,R95p,-0.0568314614504622,0.724140418036958,0.960646954894221,V,Ei,-1,0,0
4468,PUTINA,-69.868028,-14.914889,R95p,-0.00795168058991052,0.960646954894221,0.960646954894221,V,Ei,-1,0,0
4469,ICHUÑA,-70.53725,-16.14075,R95p,-0.0626099938754522,0.697362299852821,0.960646954894221,V,Ei,-1,0,0
4470,CAPAZO,-69.745556,-17.186389,R95p,-0.0636091078518759,0.68811844788815,0.960646954894221,V,Ei,-1,0,0
4471,PUNO,-70.018056,-15.823333,R95p,-0.30345419957347,0.0537658903930935,0.2016220889741,V,Ci,-1,0,0
4472,PAMPAHUTA,-70.6775,-15.491389,R95p,-0.0705331519416926,0.653108305988862,0.890602235439357,V,Ci,-1,0,0
4473,CHUQUIBAMBILLA,-70.728333,-14.796389,R95p,0.131218068857885,0.425888563897059,0.750763015899901,V,Ci,1,0,0
4474,LAMPA,-70.372778,-15.355833,R95p,-0.00016406105806094,0.999177262233822,0.999177262233822,V,Ci,-1,0,0
4475,CABANILLAS,-70.346389,-15.6393,R95p,-0.149803684687406,0.336459787519145,0.720985258969595,V,Ci,-1,0,0
4476,HUANCANE,-69.7625,-15.203333,R95p,-0.0164620421635837,0.917587181141482,0.983129122651587,V,Ci,-1,0,0
4477,HUARAYA MOHO,-69.491389,-15.389722,R95p,0.0312036910371071,0.84643488681193,0.983129122651587,V,Ci,1,0,0
4478,CAPACHICA,-69.8443,-15.6158,R95p,0.422677956521633,0.00915462418426567,0.0686596813819925,V,Ci,1,1,0
4479,TARACO,-69.9825,-15.305,R95p,0.115115797059916,0.473563186959623,0.750763015899901,V,Ci,1,0,0
4480,MAZO CRUZ,-69.711667,-16.745556,R95p,-0.606856659497987,4.20879223737912e-05,0.000631318835606867,V,Ci,-1,1,1
4481,DESAGUADERO,-69.0404,-16.5688,R95p,-0.252375300634705,0.102527768621714,0.290358012968801,V,Ci,-1,0,0
4482,LARAQUERI,-70.067778,-16.1525,R95p,-0.330519815277688,0.0348039635634529,0.174019817817264,V,Ci,-1,1,0
4483,PUTINA,-69.868028,-14.914889,R95p,-0.0169635852584758,0.916162912160254,0.983129122651587,V,Ci,-1,0,0
4484,ICHUÑA,-70.53725,-16.14075,R95p,-0.249193119293763,0.11614320518752,0.290358012968801,V,Ci,-1,0,0
4485,CAPAZO,-69.745556,-17.186389,R95p,-0.106555384490722,0.500508677266601,0.750763015899901,V,Ci,-1,0,0
4486,PUNO,-70.018056,-15.823333,R95p,-0.20391209303129,0.200973996707475,0.502434991768688,V,C_Ei,-1,0,0
4487,PAMPAHUTA,-70.6775,-15.491389,R95p,-0.00145508131041494,0.9926113447891,0.9926113447891,V,C_Ei,-1,0,0
4488,CHUQUIBAMBILLA,-70.728333,-14.796389,R95p,0.264700292629396,0.103426292892144,0.387848598345538,V,C_Ei,1,0,0
4489,LAMPA,-70.372778,-15.355833,R95p,-0.144373731093627,0.361661386531918,0.542492079797877,V,C_Ei,-1,0,0
4490,CABANILLAS,-70.346389,-15.6393,R95p,-0.168831168831169,0.278106980787094,0.507390524440715,V,C_Ei,-1,0,0
4491,HUANCANE,-69.7625,-15.203333,R95p,0.13244085177838,0.403096219753192,0.549676663299807,V,C_Ei,1,0,0
4492,HUARAYA MOHO,-69.491389,-15.389722,R95p,0.164374999223963,0.304434314664429,0.507390524440715,V,C_Ei,1,0,0
4493,CAPACHICA,-69.8443,-15.6158,R95p,0.336970916129662,0.0414059708352156,0.310544781264117,V,C_Ei,1,1,0
4494,TARACO,-69.9825,-15.305,R95p,0.0431241485909071,0.788919174835727,0.938840995798262,V,C_Ei,1,0,0
4495,MAZO CRUZ,-69.711667,-16.745556,R95p,-0.486775205113517,0.00167564061058493,0.025134609158774,V,C_Ei,-1,1,1
4496,DESAGUADERO,-69.0404,-16.5688,R95p,-0.162894688408449,0.296630177770907,0.507390524440715,V,C_Ei,-1,0,0
4497,LARAQUERI,-70.067778,-16.1525,R95p,-0.268937736306599,0.0890797897769972,0.387848598345538,V,C_Ei,-1,0,0
4498,PUTINA,-69.868028,-14.914889,R95p,0.0250919698614954,0.876251596078377,0.938840995798262,V,C_Ei,1,0,0
4499,ICHUÑA,-70.53725,-16.14075,R95p,-0.228887175334157,0.150020719459074,0.450062158377221,V,C_Ei,-1,0,0
4500,CAPAZO,-69.745556,-17.186389,R95p,-0.0370310347621749,0.815484107482836,0.938840995798262,V,C_Ei,-1,0,0
4501,PUNO,-70.018056,-15.823333,R95p,-0.265182278539616,0.093810021621977,0.351787581082414,V,MEi,-1,0,0
4502,PAMPAHUTA,-70.6775,-15.491389,R95p,-0.0960353664873861,0.540135680757378,0.895289632274016,V,MEi,-1,0,0
4503,CHUQUIBAMBILLA,-70.728333,-14.796389,R95p,0.0873757964394856,0.596859754849344,0.895289632274016,V,MEi,1,0,0
4504,LAMPA,-70.372778,-15.355833,R95p,0.0553706070955673,0.727629495359381,0.967236049316376,V,MEi,1,0,0
4505,CABANILLAS,-70.346389,-15.6393,R95p,-0.137722742373905,0.377209896889207,0.724335358963958,V,MEi,-1,0,0
4506,HUANCANE,-69.7625,-15.203333,R95p,0.00653518256745284,0.967236049316376,0.967236049316376,V,MEi,1,0,0
4507,HUARAYA MOHO,-69.491389,-15.389722,R95p,0.0085343428477558,0.957765847451621,0.967236049316376,V,MEi,1,0,0
4508,CAPACHICA,-69.8443,-15.6158,R95p,0.407018790145973,0.0124148305376409,0.0931112290323071,V,MEi,1,1,0
4509,TARACO,-69.9825,-15.305,R95p,0.138935911990007,0.386312191447444,0.724335358963958,V,MEi,1,0,0
4510,MAZO CRUZ,-69.711667,-16.745556,R95p,-0.552804649340271,0.000262839589870246,0.00394259384805369,V,MEi,-1,1,1
4511,DESAGUADERO,-69.0404,-16.5688,R95p,-0.206712513983162,0.183525260042211,0.458813150105528,V,MEi,-1,0,0
4512,LARAQUERI,-70.067778,-16.1525,R95p,-0.298409159814192,0.0580802957443327,0.290401478721663,V,MEi,-1,0,0
4513,PUTINA,-69.868028,-14.914889,R95p,0.0443527072903898,0.783048356043721,0.967236049316376,V,MEi,1,0,0
4514,ICHUÑA,-70.53725,-16.14075,R95p,-0.230935581961661,0.146307279049689,0.438921837149066,V,MEi,-1,0,0
4515,CAPAZO,-69.745556,-17.186389,R95p,-0.0135321286767685,0.932315843020824,0.967236049316376,V,MEi,-1,0,0
4516,PUNO,-70.018056,-15.823333,R95p,0.312407722384142,0.0467444825452073,0.233722412726036,V,SOi,1,1,0
4517,PAMPAHUTA,-70.6775,-15.491389,R95p,0.131799733432848,0.399516350357233,0.749093156919812,V,SOi,1,0,0
4518,CHUQUIBAMBILLA,-70.728333,-14.796389,R95p,0.00216123878118869,0.989581677978677,0.989581677978677,V,SOi,1,0,0
4519,LAMPA,-70.372778,-15.355833,R95p,0.0280544409284208,0.860010129787008,0.928508977736068,V,SOi,1,0,0
4520,CABANILLAS,-70.346389,-15.6393,R95p,0.154032014497131,0.322874225492188,0.711252455282628,V,SOi,1,0,0
4521,HUANCANE,-69.7625,-15.203333,R95p,0.0267197970795856,0.86660837922033,0.928508977736068,V,SOi,1,0,0
4522,HUARAYA MOHO,-69.491389,-15.389722,R95p,0.0337817737723667,0.83391806067615,0.928508977736068,V,SOi,1,0,0
4523,CAPACHICA,-69.8443,-15.6158,R95p,-0.346175158961157,0.0358334786634721,0.233722412726036,V,SOi,-1,1,0
4524,TARACO,-69.9825,-15.305,R95p,-0.084123082466862,0.601029188291126,0.928508977736068,V,SOi,-1,0,0
4525,MAZO CRUZ,-69.711667,-16.745556,R95p,0.614022645693138,3.21811446537597e-05,0.000482717169806395,V,SOi,1,1,1
4526,DESAGUADERO,-69.0404,-16.5688,R95p,0.273899846531055,0.0755158393628778,0.283184397610792,V,SOi,1,0,0
4527,LARAQUERI,-70.067778,-16.1525,R95p,0.260492194047707,0.0999865421318256,0.299959626395477,V,SOi,1,0,0
4528,PUTINA,-69.868028,-14.914889,R95p,0.03021638624166,0.851238393839114,0.928508977736068,V,SOi,1,0,0
4529,ICHUÑA,-70.53725,-16.14075,R95p,0.155411720217161,0.331917812465226,0.711252455282628,V,SOi,1,0,0
4530,CAPAZO,-69.745556,-17.186389,R95p,-0.0290900251195203,0.854650514920981,0.928508977736068,V,SOi,-1,0,0
4531,PUNO,-70.018056,-15.823333,R95p,-0.0626746596747057,0.697064603377279,0.804305311589168,V,TNAi,-1,0,0
4532,PAMPAHUTA,-70.6775,-15.491389,R95p,0.079569972711638,0.612010662358681,0.804305311589168,V,TNAi,1,0,0
4533,CHUQUIBAMBILLA,-70.728333,-14.796389,R95p,-0.0130703488195697,0.937054976723985,0.937054976723985,V,TNAi,-1,0,0
4534,LAMPA,-70.372778,-15.355833,R95p,0.0661986369275893,0.677024764590841,0.804305311589168,V,TNAi,1,0,0
4535,CABANILLAS,-70.346389,-15.6393,R95p,0.100271821202054,0.521059772755368,0.804305311589168,V,TNAi,1,0,0
4536,HUANCANE,-69.7625,-15.203333,R95p,0.0407828481741044,0.797616204863878,0.854588790925583,V,TNAi,1,0,0
4537,HUARAYA MOHO,-69.491389,-15.389722,R95p,0.248740534250216,0.116829126913691,0.804305311589168,V,TNAi,1,0,0
4538,CAPACHICA,-69.8443,-15.6158,R95p,-0.0853484335284067,0.615489100660171,0.804305311589168,V,TNAi,-1,0,0
4539,TARACO,-69.9825,-15.305,R95p,-0.444701179103769,0.00357875620873102,0.0536813431309654,V,TNAi,-1,1,0
4540,MAZO CRUZ,-69.711667,-16.745556,R95p,-0.137689306178271,0.403219556059306,0.804305311589168,V,TNAi,-1,0,0
4541,DESAGUADERO,-69.0404,-16.5688,R95p,-0.118000635538919,0.451077685477765,0.804305311589168,V,TNAi,-1,0,0
4542,LARAQUERI,-70.067778,-16.1525,R95p,-0.219320175535607,0.168281715247677,0.804305311589168,V,TNAi,-1,0,0
4543,PUTINA,-69.868028,-14.914889,R95p,-0.101339751518082,0.528400106951824,0.804305311589168,V,TNAi,-1,0,0
4544,ICHUÑA,-70.53725,-16.14075,R95p,-0.100282863589985,0.532731683397002,0.804305311589168,V,TNAi,-1,0,0
4545,CAPAZO,-69.745556,-17.186389,R95p,-0.0905113037841342,0.567432878113134,0.804305311589168,V,TNAi,-1,0,0
4546,PUNO,-70.018056,-15.823333,R95p,0.0305473131187641,0.849627744405681,0.973596430566619,V,TSAi,1,0,0
4547,PAMPAHUTA,-70.6775,-15.491389,R95p,-0.0273402119904281,0.861840889966183,0.973596430566619,V,TSAi,-1,0,0
4548,CHUQUIBAMBILLA,-70.728333,-14.796389,R95p,-0.170120366919281,0.300478797484556,0.656722085126313,V,TSAi,-1,0,0
4549,LAMPA,-70.372778,-15.355833,R95p,0.19203346846033,0.223095078071413,0.656722085126313,V,TSAi,1,0,0
4550,CABANILLAS,-70.346389,-15.6393,R95p,0.258079130172153,0.0948171648123354,0.533458331031803,V,TSAi,1,0,0
4551,HUANCANE,-69.7625,-15.203333,R95p,-0.114572504505344,0.469992640044035,0.704988960066052,V,TSAi,-1,0,0
4552,HUARAYA MOHO,-69.491389,-15.389722,R95p,0.00533396427984738,0.973596430566619,0.973596430566619,V,TSAi,1,0,0
4553,CAPACHICA,-69.8443,-15.6158,R95p,-0.14774602778867,0.382847600378965,0.656722085126313,V,TSAi,-1,0,0
4554,TARACO,-69.9825,-15.305,R95p,0.255645620086137,0.106691666206361,0.533458331031803,V,TSAi,1,0,0
4555,MAZO CRUZ,-69.711667,-16.745556,R95p,-0.141067556813128,0.391666416427981,0.656722085126313,V,TSAi,-1,0,0
4556,DESAGUADERO,-69.0404,-16.5688,R95p,-0.0384366891006251,0.806681359376402,0.973596430566619,V,TSAi,-1,0,0
4557,LARAQUERI,-70.067778,-16.1525,R95p,0.136712215315818,0.394033251075788,0.656722085126313,V,TSAi,1,0,0
4558,PUTINA,-69.868028,-14.914889,R95p,0.215490543986575,0.176023422903697,0.656722085126313,V,TSAi,1,0,0
4559,ICHUÑA,-70.53725,-16.14075,R95p,-0.0143388463925289,0.929098968395991,0.973596430566619,V,TSAi,-1,0,0
4560,CAPAZO,-69.745556,-17.186389,R95p,-0.267644437241715,0.0867516430455613,0.533458331031803,V,TSAi,-1,0,0
4561,PUNO,-70.018056,-15.823333,R95p,-0.0700481490482005,0.663423490157036,0.829279362696296,V,TN_TSi,-1,0,0
4562,PAMPAHUTA,-70.6775,-15.491389,R95p,0.08232696887874,0.599695480244917,0.829279362696296,V,TN_TSi,1,0,0
4563,CHUQUIBAMBILLA,-70.728333,-14.796389,R95p,0.0750258605469789,0.649877042751976,0.829279362696296,V,TN_TSi,1,0,0
4564,LAMPA,-70.372778,-15.355833,R95p,-0.0724329571339051,0.648496122878918,0.829279362696296,V,TN_TSi,-1,0,0
4565,CABANILLAS,-70.346389,-15.6393,R95p,-0.120507399577167,0.440138307553462,0.829279362696296,V,TN_TSi,-1,0,0
4566,HUANCANE,-69.7625,-15.203333,R95p,0.0976968431919215,0.538214228225104,0.829279362696296,V,TN_TSi,1,0,0
4567,HUARAYA MOHO,-69.491389,-15.389722,R95p,0.208824701556025,0.190101231068488,0.761765973668004,V,TN_TSi,1,0,0
4568,CAPACHICA,-69.8443,-15.6158,R95p,-0.0191256993901192,0.91054253326484,0.914176850239,V,TN_TSi,-1,0,0
4569,TARACO,-69.9825,-15.305,R95p,-0.476402298601808,0.00163991165920566,0.0245986748880849,V,TN_TSi,-1,1,1
4570,MAZO CRUZ,-69.711667,-16.745556,R95p,0.0574302607925726,0.728388648014169,0.840448440016349,V,TN_TSi,1,0,0
4571,DESAGUADERO,-69.0404,-16.5688,R95p,-0.078333972387074,0.617566473499718,0.829279362696296,V,TN_TSi,-1,0,0
4572,LARAQUERI,-70.067778,-16.1525,R95p,-0.202956937409004,0.203137592978135,0.761765973668004,V,TN_TSi,-1,0,0
4573,PUTINA,-69.868028,-14.914889,R95p,-0.280429268804178,0.0757461824901651,0.568096368676238,V,TN_TSi,-1,0,0
4574,ICHUÑA,-70.53725,-16.14075,R95p,0.0173669257549263,0.914176850239,0.914176850239,V,TN_TSi,1,0,0
4575,CAPAZO,-69.745556,-17.186389,R95p,0.108338060124787,0.493332423417242,0.829279362696296,V,TN_TSi,1,0,0
4576,PUNO,-70.018056,-15.823333,R95p,0.0651324894658706,0.685783284572126,0.857229105715157,V,PDOi,1,0,0
4577,PAMPAHUTA,-70.6775,-15.491389,R95p,-0.0270338790829723,0.863374150091698,0.925043732241105,V,PDOi,-1,0,0
4578,CHUQUIBAMBILLA,-70.728333,-14.796389,R95p,-0.0704975507197264,0.669769484995419,0.857229105715157,V,PDOi,-1,0,0
4579,LAMPA,-70.372778,-15.355833,R95p,0.232966702446535,0.137610362508797,0.722905078864849,V,PDOi,1,0,0
4580,CABANILLAS,-70.346389,-15.6393,R95p,0.1602234974328,0.303618214026471,0.722905078864849,V,PDOi,1,0,0
4581,HUANCANE,-69.7625,-15.203333,R95p,0.277703897201762,0.0749742876474476,0.722905078864849,V,PDOi,1,0,0
4582,HUARAYA MOHO,-69.491389,-15.389722,R95p,0.16321930696333,0.307893916753411,0.722905078864849,V,PDOi,1,0,0
4583,CAPACHICA,-69.8443,-15.6158,R95p,0.045901678536286,0.787338747438385,0.908467785505828,V,PDOi,1,0,0
4584,TARACO,-69.9825,-15.305,R95p,0.15283835825032,0.340084219821315,0.722905078864849,V,PDOi,1,0,0
4585,MAZO CRUZ,-69.711667,-16.745556,R95p,-0.196143279284437,0.231412473947972,0.722905078864849,V,PDOi,-1,0,0
4586,DESAGUADERO,-69.0404,-16.5688,R95p,0.122536164852793,0.43374304731891,0.722905078864849,V,PDOi,1,0,0
4587,LARAQUERI,-70.067778,-16.1525,R95p,0.0847193457845125,0.598442997378516,0.857229105715157,V,PDOi,1,0,0
4588,PUTINA,-69.868028,-14.914889,R95p,0.182800301561387,0.252637643055332,0.722905078864849,V,PDOi,1,0,0
4589,ICHUÑA,-70.53725,-16.14075,R95p,0.130830840687111,0.414882098384997,0.722905078864849,V,PDOi,1,0,0
4590,CAPAZO,-69.745556,-17.186389,R95p,-0.00218782918726197,0.989386780928706,0.989386780928706,V,PDOi,-1,0,0
4591,PUNO,-70.018056,-15.823333,R95p,-0.26210999130066,0.0978217759417238,0.497084640875635,I,Ei,-1,0,0
4592,PAMPAHUTA,-70.6775,-15.491389,R95p,-0.162356440951562,0.298250784525381,0.497084640875635,I,Ei,-1,0,0
4593,CHUQUIBAMBILLA,-70.728333,-14.796389,R95p,-0.180617812427912,0.27118425731506,0.497084640875635,I,Ei,-1,0,0
4594,LAMPA,-70.372778,-15.355833,R95p,0.0761243309402762,0.631831949977674,0.767935202961878,I,Ei,1,0,0
4595,CABANILLAS,-70.346389,-15.6393,R95p,-0.0155542132286318,0.921175457684876,0.921175457684876,I,Ei,-1,0,0
4596,HUANCANE,-69.7625,-15.203333,R95p,-0.293007805745797,0.0596777391790858,0.497084640875635,I,Ei,-1,0,0
4597,HUARAYA MOHO,-69.491389,-15.389722,R95p,-0.166508584935902,0.298112782453799,0.497084640875635,I,Ei,-1,0,0
4598,CAPACHICA,-69.8443,-15.6158,R95p,-0.056181741958475,0.741194582538331,0.794137052719641,I,Ei,-1,0,0
4599,TARACO,-69.9825,-15.305,R95p,-0.169662974743692,0.288922264645657,0.497084640875635,I,Ei,-1,0,0
4600,MAZO CRUZ,-69.711667,-16.745556,R95p,0.071455119488798,0.665543842566961,0.767935202961878,I,Ei,1,0,0
4601,DESAGUADERO,-69.0404,-16.5688,R95p,-0.082023894540734,0.601043982049864,0.767935202961878,I,Ei,-1,0,0
4602,LARAQUERI,-70.067778,-16.1525,R95p,-0.194775318345702,0.222339774689195,0.497084640875635,I,Ei,-1,0,0
4603,PUTINA,-69.868028,-14.914889,R95p,-0.185450861758024,0.245704702302833,0.497084640875635,I,Ei,-1,0,0
4604,ICHUÑA,-70.53725,-16.14075,R95p,-0.124418437331446,0.43831115655915,0.657466734838724,I,Ei,-1,0,0
4605,CAPAZO,-69.745556,-17.186389,R95p,-0.201361315938741,0.20031893985616,0.497084640875635,I,Ei,-1,0,0
4606,PUNO,-70.018056,-15.823333,R95p,-0.0356385319718915,0.824928133542796,0.99041796647711,I,Ci,-1,0,0
4607,PAMPAHUTA,-70.6775,-15.491389,R95p,-0.113496342212365,0.468659952027759,0.99041796647711,I,Ci,-1,0,0
4608,CHUQUIBAMBILLA,-70.728333,-14.796389,R95p,0.115163152197626,0.485100590290887,0.99041796647711,I,Ci,1,0,0
4609,LAMPA,-70.372778,-15.355833,R95p,0.061768988359944,0.697572452034043,0.99041796647711,I,Ci,1,0,0
4610,CABANILLAS,-70.346389,-15.6393,R95p,-0.243128964059197,0.116092701329694,0.870695259972706,I,Ci,-1,0,0
4611,HUANCANE,-69.7625,-15.203333,R95p,0.0143939464143898,0.927911452750124,0.99041796647711,I,Ci,1,0,0
4612,HUARAYA MOHO,-69.491389,-15.389722,R95p,-0.00844544344309168,0.958205397617283,0.99041796647711,I,Ci,-1,0,0
4613,CAPACHICA,-69.8443,-15.6158,R95p,0.267759791461668,0.109105061237073,0.870695259972706,I,Ci,1,0,0
4614,TARACO,-69.9825,-15.305,R95p,0.133357223363257,0.405850659040886,0.99041796647711,I,Ci,1,0,0
4615,MAZO CRUZ,-69.711667,-16.745556,R95p,-0.0176078517938012,0.915271740348733,0.99041796647711,I,Ci,-1,0,0
4616,DESAGUADERO,-69.0404,-16.5688,R95p,0.12238241809639,0.434324518994874,0.99041796647711,I,Ci,1,0,0
4617,LARAQUERI,-70.067778,-16.1525,R95p,-0.0019354367676628,0.99041796647711,0.99041796647711,I,Ci,-1,0,0
4618,PUTINA,-69.868028,-14.914889,R95p,-0.0249152658483863,0.877116385899129,0.99041796647711,I,Ci,-1,0,0
4619,ICHUÑA,-70.53725,-16.14075,R95p,-0.078641002264615,0.625030177767057,0.99041796647711,I,Ci,-1,0,0
4620,CAPAZO,-69.745556,-17.186389,R95p,-0.0546957296815493,0.73007790144963,0.99041796647711,I,Ci,-1,0,0
4621,PUNO,-70.018056,-15.823333,R95p,0.0668003025384468,0.678166076790551,0.891165864376164,I,C_Ei,1,0,0
4622,PAMPAHUTA,-70.6775,-15.491389,R95p,-0.0205243047995371,0.896064339989219,0.905293185179709,I,C_Ei,-1,0,0
4623,CHUQUIBAMBILLA,-70.728333,-14.796389,R95p,0.197187309750359,0.228888808902132,0.870966315596872,I,C_Ei,1,0,0
4624,LAMPA,-70.372778,-15.355833,R95p,-0.0584877671987252,0.712932691500931,0.891165864376164,I,C_Ei,-1,0,0
4625,CABANILLAS,-70.346389,-15.6393,R95p,-0.254001812141347,0.100292684361139,0.870966315596872,I,C_Ei,-1,0,0
